blocksize,time
1000000.0,806.3649156093597
2154434.6900318824,974.2087211608887
4641588.833612782,472.3469965457916
10000000.0,421.24453473091125
21544346.900318824,446.6514630317688
46415888.33612773,459.0269570350647
100000000.0,453.708242893219
215443469.00318778,529.3807215690613
464158883.3612773,417.8585877418518
1000000000.0,425.26712346076965
